carat,cut,color,clarity,table,x,price
0.72,3,6,4,57.0,5.82,8.129
0.64,3,4,2,53.0,5.54,7.069
0.55,4,1,2,57.0,5.34,7.042999999999999
1.07,5,7,4,57.0,6.54,8.349
0.43,2,2,2,59.0,4.8,6.506
0.4,3,1,7,56.0,4.78,7.5089999999999995
0.33,3,2,4,55.0,4.47,6.6610000000000005
0.53,5,4,3,59.0,5.25,7.149
0.57,3,1,3,57.0,5.33,7.386
0.3,4,4,5,58.0,4.28,6.654
0.53,4,3,3,59.0,5.15,7.185
0.54,4,3,4,59.0,5.16,7.544
0.72,5,3,5,60.0,5.91,7.9510000000000005
1.51,5,4,4,58.0,7.38,9.347999999999999
1.05,2,2,2,63.0,6.59,8.425
0.9,2,7,3,63.0,6.05,7.949
1.72,4,1,2,57.0,7.67,9.362
1.22,5,4,3,59.0,6.92,8.777999999999999
0.34,3,1,8,56.0,4.51,7.125
0.37,4,1,6,55.0,4.63,6.6579999999999995
0.33,4,7,5,58.0,4.38,6.0729999999999995
1.05,3,2,3,55.0,6.66,8.538
1.07,5,4,2,60.0,6.65,8.343
0.41,3,1,5,57.0,4.76,7.05
0.41,3,3,8,56.0,4.78,7.272
1.01,5,1,7,58.0,6.57,9.295
0.51,5,3,3,58.0,5.14,7.2589999999999995
0.3,4,2,5,58.0,4.35,6.501
1.11,2,5,3,58.0,6.47,8.417
1.31,5,1,2,60.0,7.02,8.552
0.3,3,3,3,57.0,4.27,6.132999999999999
1.58,5,1,4,60.0,7.53,9.579
0.52,5,2,7,61.0,5.31,7.845
0.9,2,6,3,57.0,6.06,7.946000000000001
0.32,4,4,8,55.0,4.37,6.771
0.3,3,3,3,57.0,4.3,6.162999999999999
1.08,3,1,3,57.0,6.53,8.536
0.26,4,3,6,56.0,4.14,6.4879999999999995
0.33,5,6,6,58.0,4.46,6.611000000000001
0.54,3,5,7,56.0,5.28,7.521
0.3,2,4,4,55.0,4.28,6.515
0.33,3,1,3,56.0,4.43,6.611000000000001
0.31,3,2,3,55.0,4.35,6.347
2.01,4,6,3,63.0,8.22,9.625
1.65,5,4,2,58.0,7.62,9.207
0.43,3,2,4,55.0,4.81,6.962000000000001
0.62,1,7,3,59.0,5.39,7.004
0.32,5,3,4,61.0,4.46,6.718999999999999
1.1,5,5,3,58.0,6.6,8.5
0.75,3,3,2,56.0,5.84,7.807
0.24,4,1,4,58.0,4.0,6.037999999999999
2.01,2,6,3,61.0,7.94,9.64
1.22,3,6,3,57.0,6.8,8.667
1.5,5,1,2,59.0,7.36,9.2
0.5,4,1,6,59.0,5.02,7.652
2.23,4,7,4,58.0,8.36,9.597999999999999
0.3,5,5,5,61.0,4.32,6.515
1.4,5,5,4,55.0,7.15,9.088
0.27,3,1,5,57.0,4.17,6.557
0.9,1,3,2,63.0,6.01,8.027000000000001
1.16,3,6,4,56.0,6.85,8.628
0.9,1,7,5,60.0,6.02,7.994
0.32,3,1,8,55.0,4.41,7.065
0.7,4,4,2,62.0,5.79,7.962999999999999
0.7,3,3,6,55.0,5.72,7.901
0.32,4,4,2,55.0,4.35,6.292000000000001
1.26,4,5,4,58.0,6.91,8.674
1.02,4,1,4,59.0,6.54,8.841000000000001
0.76,5,2,3,59.0,5.93,7.954
0.3,3,4,3,56.0,4.33,6.188
1.55,5,5,3,58.0,7.5,9.186
0.76,2,6,3,59.0,5.75,7.609
1.03,4,4,5,56.1,6.5,8.924
0.34,3,4,4,55.0,4.47,6.39
0.99,4,3,2,56.0,6.4,8.487
2.01,2,6,2,57.0,7.82,9.448
0.25,4,1,7,59.0,4.11,6.354
0.71,5,2,3,61.0,5.82,7.96
0.53,4,1,4,62.0,5.26,7.382000000000001
0.55,3,3,4,56.0,5.26,7.434
2.07,5,1,2,61.0,8.45,9.531
0.39,5,4,6,61.0,4.73,6.931
0.55,3,1,3,57.0,5.36,7.391
0.31,3,2,6,57.0,4.35,6.89
0.33,3,5,7,53.0,4.48,6.593
1.18,3,4,2,55.0,6.9,8.604
1.51,3,6,4,56.0,7.49,9.156
0.7,3,5,2,54.0,5.71,7.654
2.01,4,6,5,63.0,8.14,9.745
0.41,4,3,8,56.0,4.69,7.135
0.56,3,4,6,56.0,5.32,7.629
1.19,1,5,3,58.0,6.69,8.634
0.31,3,5,5,55.0,4.35,6.547999999999999
1.26,5,4,2,59.0,7.09,8.683
0.41,5,1,3,60.0,4.82,6.876
0.26,3,3,6,57.0,4.1,6.645
0.31,5,4,3,58.0,4.29,6.136
0.4,5,3,7,59.0,4.76,7.188
0.4,3,2,2,55.0,4.71,6.438
1.03,1,5,3,57.0,6.43,8.193
0.9,4,4,6,58.0,6.07,8.426
1.2,3,4,3,56.0,6.87,8.977
0.41,5,4,6,58.0,4.8,6.981
0.34,3,1,8,56.0,4.47,7.059
0.3,5,3,4,60.0,4.3,6.5120000000000005
0.3,3,1,4,56.0,4.28,6.428
2.2,3,7,4,57.0,8.34,9.641
0.58,5,3,3,61.0,5.33,7.399
0.35,3,6,5,56.0,4.54,6.314
0.31,3,1,6,56.0,4.36,6.641
0.34,3,4,4,56.0,4.53,6.64
0.71,4,6,3,59.0,5.66,7.605
0.32,4,4,6,54.0,4.4,6.51
1.28,3,4,5,57.0,6.97,9.158999999999999
0.42,5,1,2,60.0,4.94,6.702000000000001
0.92,4,3,3,57.0,6.14,8.302999999999999
2.09,5,7,2,60.0,8.32,9.48
0.52,4,5,3,57.0,5.14,7.106
0.9,5,6,4,58.0,6.15,8.154
1.35,2,6,2,60.0,7.33,8.395
0.75,4,2,2,58.0,5.71,7.87
0.31,5,5,6,58.0,4.35,6.687
0.57,5,5,5,58.0,5.33,7.386
0.73,3,3,2,56.0,5.77,7.73
0.35,4,3,2,55.0,4.48,6.131
0.32,3,3,7,56.0,4.43,6.898
0.58,3,5,5,55.0,5.39,7.421
0.42,5,1,3,60.0,4.86,6.772
0.9,5,1,4,55.0,6.18,8.309
0.71,4,2,5,57.0,5.64,8.111
0.74,3,4,3,57.0,5.81,8.049
2.51,5,7,2,58.0,8.83,9.698
1.22,3,5,2,57.0,6.9,8.667
0.3,4,2,4,60.0,4.28,6.565
1.01,4,2,6,57.0,6.49,9.259
0.3,2,4,5,55.0,4.26,6.337000000000001
1.53,5,4,6,60.0,7.34,9.649
0.23,5,4,6,59.0,4.09,6.31
0.54,5,2,3,55.0,5.24,7.4879999999999995
1.51,3,2,3,57.0,7.56,9.452
0.9,3,2,3,55.0,6.25,8.561
0.5,2,4,7,56.0,5.07,7.584
1.03,4,3,2,59.0,6.43,8.392999999999999
0.32,3,1,4,56.0,4.41,6.417000000000001
1.01,4,3,3,59.0,6.42,8.515
0.52,3,4,6,57.0,5.14,7.555
0.41,5,4,5,59.0,4.79,6.801
1.5,2,4,2,57.0,7.29,9.011000000000001
1.01,5,5,3,58.0,6.49,8.47
1.09,5,4,2,60.0,6.66,8.189
0.61,5,6,5,61.0,5.53,7.386
0.33,4,3,3,58.1,4.48,6.2989999999999995
1.3,5,6,5,59.0,6.91,8.826
1.01,3,5,3,55.0,6.44,8.51
0.33,5,3,4,58.0,4.44,6.501
0.51,2,1,3,62.0,5.24,7.144
0.5,2,5,6,64.3,5.01,7.2170000000000005
1.72,3,4,4,55.0,7.63,9.748
0.26,3,1,5,55.0,4.13,6.3629999999999995
0.33,3,5,6,57.0,4.48,6.501
1.71,3,7,6,59.0,7.65,9.301
0.24,4,5,7,56.0,3.99,6.107
1.21,4,3,4,58.0,6.76,8.965
1.05,5,5,4,57.0,6.49,8.55
1.53,5,4,5,59.0,7.5,9.482000000000001
1.25,5,4,4,58.0,6.87,9.085
0.9,4,5,2,63.0,6.12,8.058
1.2,5,5,2,58.0,6.92,8.302
1.09,3,3,8,55.0,6.59,9.383
0.52,4,1,3,59.0,5.26,7.271
0.3,4,1,3,58.0,4.31,6.212999999999999
2.04,5,2,2,60.0,8.09,9.732999999999999
2.08,3,5,3,56.0,8.24,9.767999999999999
0.7,2,2,3,60.0,5.62,7.747999999999999
1.01,1,3,4,56.0,6.3,8.474
0.72,4,1,6,58.0,5.71,8.221
1.01,2,5,3,59.0,6.32,8.466000000000001
0.27,5,5,6,59.0,4.19,6.186
1.29,5,5,4,61.0,7.1,8.962
0.7,5,5,3,57.0,5.74,7.727
0.55,2,5,3,55.0,5.23,7.141
0.33,3,2,4,56.0,4.4,6.6610000000000005
0.33,4,5,6,55.0,4.44,6.42
0.83,5,3,4,59.0,6.0,8.129
0.3,3,4,8,57.0,4.32,6.8629999999999995
1.1,5,4,3,58.0,6.61,8.535
0.55,3,3,3,56.0,5.28,7.237
0.31,3,4,4,55.0,4.37,6.2989999999999995
1.01,4,4,2,56.0,6.26,8.349
0.3,3,3,4,57.0,4.29,6.337000000000001
0.71,3,2,4,57.0,5.72,8.301
0.9,5,5,5,58.0,6.32,8.351
0.49,2,3,5,59.0,4.95,7.263
1.0,4,3,4,57.0,6.4,8.73
0.53,5,2,4,58.0,5.26,7.457999999999999
0.31,5,4,8,59.0,4.36,6.896
1.01,4,7,3,59.0,6.56,8.282
1.11,5,5,3,60.0,6.87,8.485
0.43,3,2,5,55.0,4.86,7.142
0.33,5,3,4,58.0,4.5,6.75
0.41,3,4,4,56.0,4.71,6.718
0.5,3,4,6,54.0,5.05,7.487
1.0,2,2,3,64.0,6.39,8.536
0.71,3,4,6,57.0,5.74,8.271
0.32,3,4,7,55.0,4.41,6.702000000000001
1.64,4,7,2,58.0,7.42,8.933
1.3,2,1,6,59.0,6.95,9.47
0.52,3,3,6,56.0,5.22,7.667000000000001
0.4,2,3,7,57.0,4.68,7.042999999999999
0.43,5,3,2,59.0,4.91,6.77
0.35,4,1,5,60.0,4.5,6.72
1.01,5,4,5,56.0,6.53,8.837
0.51,5,4,2,60.0,5.14,6.912000000000001
1.0,2,2,3,62.0,6.41,8.79
0.3,2,4,7,57.0,4.23,6.519
1.03,3,3,6,56.0,6.46,9.133
0.42,2,2,2,56.0,4.74,6.482
0.36,3,2,4,57.0,4.57,6.747999999999999
0.78,5,5,3,60.0,5.93,7.82
0.4,3,2,4,57.0,4.72,6.791
0.49,5,4,4,59.0,5.16,7.122999999999999
1.53,5,5,4,59.0,7.53,9.232000000000001
1.2,4,2,3,58.0,6.75,8.942
0.4,3,7,6,55.0,4.74,6.495
0.38,4,2,4,58.0,4.63,6.837999999999999
0.51,5,2,5,57.0,5.24,7.535
1.16,5,5,2,57.0,6.75,8.513
0.73,4,5,5,57.0,5.8,7.978
0.31,5,4,5,59.0,4.3,6.687
0.25,4,3,6,58.0,4.1,6.354
0.96,5,1,3,60.0,6.44,8.49
0.4,3,3,4,57.0,4.74,6.985
0.3,3,7,8,56.0,4.32,6.192
1.07,2,3,2,64.0,6.64,8.35
2.4,5,7,3,58.0,8.75,9.699
0.3,2,4,4,64.0,4.42,6.474
0.61,4,1,8,58.0,5.39,8.113
2.0,5,5,2,61.0,8.13,9.482999999999999
0.39,5,4,4,59.0,4.69,6.917000000000001
0.31,5,2,4,58.0,4.37,6.704
1.0,5,6,3,62.0,6.39,8.12
0.3,3,1,6,57.0,4.28,6.641
1.44,5,7,2,58.0,7.39,8.31
1.01,3,2,3,56.0,6.45,8.562999999999999
2.01,2,7,3,59.0,7.96,9.414
0.9,2,6,4,65.0,6.09,8.059
1.22,5,4,2,61.0,6.79,8.849
0.41,5,4,3,59.0,4.76,6.577999999999999
0.3,4,3,5,59.0,4.2,6.402
0.61,3,6,7,55.0,5.46,7.462999999999999
0.24,3,4,6,56.0,3.99,6.211
0.47,5,4,4,59.0,5.03,7.018
0.3,3,2,5,58.0,4.3,6.399
0.5,1,1,3,58.0,5.04,7.016
0.45,3,3,4,55.0,4.88,6.851
0.45,2,1,3,57.0,4.81,6.72
0.3,4,2,2,58.0,4.26,6.023
0.25,3,1,7,57.0,4.12,6.607
0.51,3,2,7,56.0,5.12,7.936
0.3,5,2,4,59.0,4.26,6.565
0.71,5,1,7,57.0,5.67,8.251
0.33,5,6,6,58.0,4.42,6.361000000000001
0.51,5,4,2,59.0,5.3,6.933
1.02,3,1,5,56.0,6.45,9.052999999999999
0.38,3,1,3,58.0,4.71,6.489
0.54,5,4,5,60.0,5.28,7.473
0.3,3,1,7,57.0,4.27,6.7589999999999995
0.33,4,5,5,62.0,4.49,6.292000000000001
0.7,5,4,2,60.0,5.69,7.727
1.21,3,6,1,57.0,6.94,8.212
1.23,5,5,2,57.0,6.89,8.589
0.52,3,1,3,54.0,5.17,7.2010000000000005
0.61,3,5,7,56.0,5.52,7.712999999999999
1.01,3,6,3,59.0,6.41,8.416
1.0,4,6,3,61.0,6.51,8.443999999999999
0.46,3,5,8,55.0,4.94,7.279
0.52,4,2,4,57.0,5.13,7.511
0.38,3,3,4,57.0,4.62,6.933
1.28,5,4,4,58.0,7.02,9.091000000000001
1.02,5,4,2,58.0,6.67,8.312999999999999
1.51,1,6,1,61.0,7.08,8.532
1.0,2,1,2,64.0,6.29,8.312999999999999
0.73,5,2,3,59.0,5.75,7.855
0.31,3,2,3,56.0,4.34,6.596
0.9,4,6,4,59.0,6.23,8.219
0.7,5,2,2,61.0,5.69,7.593999999999999
0.82,3,5,7,56.0,5.99,8.137
0.59,4,2,5,58.0,5.34,7.72
1.11,5,7,3,58.0,6.89,8.167
1.01,4,1,5,58.0,6.39,8.853
0.56,3,4,4,56.0,5.29,7.365
0.7,4,6,7,58.0,5.62,7.85
2.0,2,6,4,59.0,7.93,9.607999999999999
0.8,5,4,3,59.0,5.9,7.922999999999999
0.52,3,3,2,55.0,5.17,6.965
2.13,5,7,2,58.0,8.21,9.484
0.51,3,3,4,55.0,5.11,7.372000000000001
0.64,3,5,3,55.0,5.56,7.539
0.3,4,2,4,56.0,4.24,6.565
0.3,3,3,6,57.0,4.27,6.542000000000001
0.73,2,3,2,62.0,5.92,7.692
0.8,3,6,4,54.0,5.93,7.899
0.51,3,4,6,57.0,5.12,7.587999999999999
0.43,3,6,7,56.0,4.86,6.875
0.34,5,7,5,58.0,4.47,6.353
1.06,4,4,5,56.0,6.65,8.811
0.71,5,4,4,58.0,5.74,7.83
0.91,4,2,3,59.0,6.11,8.396
0.38,3,3,4,54.0,4.65,6.768
0.51,4,3,4,58.0,5.08,7.377999999999999
0.72,3,2,5,54.0,5.74,8.195
0.61,4,3,6,58.5,5.44,7.729
2.02,5,6,3,58.0,8.14,9.564
1.0,3,1,2,56.0,6.32,8.146
1.0,5,3,4,59.0,6.54,8.863999999999999
0.33,3,4,6,57.0,4.42,6.872000000000001
0.3,3,3,7,55.0,4.33,6.702000000000001
1.53,5,4,2,59.0,7.52,8.823
0.9,2,5,2,60.0,6.03,8.058
0.52,5,1,4,58.0,5.23,7.391
0.43,4,3,2,59.0,4.8,6.524
0.42,3,1,3,55.0,4.79,6.611000000000001
1.25,5,7,5,58.0,6.92,8.655
0.35,3,1,2,56.0,4.55,6.446000000000001
0.77,5,1,4,59.0,5.92,8.099
0.25,3,4,3,53.0,4.04,5.979
1.56,4,6,5,59.0,7.65,9.261000000000001
0.5,2,2,3,57.0,5.1,7.277
1.15,4,5,4,56.0,6.66,8.639
1.33,5,3,2,62.0,7.12,8.573
1.3,3,2,7,55.7,6.98,9.651
1.15,4,4,3,59.0,6.66,8.628
0.28,4,1,5,58.0,4.23,6.188
0.46,4,3,2,56.0,4.98,6.696000000000001
0.9,1,4,1,58.0,5.96,7.745
1.01,4,3,4,59.0,6.51,8.846
0.53,2,3,3,58.0,5.17,7.2170000000000005
1.01,5,5,3,58.0,6.43,8.261000000000001
0.25,4,1,6,57.0,4.02,6.306
0.7,1,3,1,56.0,5.38,6.9
1.41,3,4,5,56.0,7.15,9.377
0.31,3,1,8,55.0,4.39,6.895
0.5,5,3,4,58.0,5.1,7.4110000000000005
0.7,4,2,3,58.0,5.69,7.939
0.3,4,5,7,58.0,4.22,6.528
1.16,2,3,2,65.0,6.78,8.326
0.4,3,7,3,56.0,4.77,6.709
0.4,3,1,6,59.0,4.7,7.061
0.52,3,1,4,55.0,5.16,7.359
1.07,3,6,4,57.0,6.66,8.371
1.06,3,3,3,57.0,6.57,8.671
0.56,3,3,6,56.0,5.33,7.659
0.4,2,3,3,58.0,4.69,6.532
0.33,5,1,3,60.0,4.43,6.611000000000001
0.7,5,5,2,59.0,5.65,7.669
0.3,3,4,8,56.0,4.32,6.76
1.61,5,7,8,58.0,7.47,9.227
1.52,4,3,2,59.0,7.33,9.011000000000001
0.67,4,4,5,57.4,5.69,7.745
0.38,3,4,6,57.0,4.64,6.779
0.35,5,5,5,59.0,4.5,6.669
0.33,4,6,4,61.0,4.43,6.138
1.05,4,2,3,59.0,6.63,8.691
1.21,3,6,4,58.0,6.79,8.592
1.0,4,5,6,59.0,6.41,8.687999999999999
1.01,5,4,2,58.0,6.41,8.399
1.23,3,2,6,55.0,6.85,9.461
0.9,4,2,5,58.0,6.23,8.581
1.21,2,1,4,61.0,6.67,9.124
0.31,3,3,6,56.0,4.35,6.821000000000001
0.7,3,4,4,57.0,5.66,7.909
0.3,5,1,6,58.0,4.29,6.921
0.9,3,4,2,57.0,6.19,8.302
1.01,2,3,5,62.0,6.56,8.824
0.31,3,4,4,56.0,4.34,6.48
0.93,5,1,3,57.0,6.34,8.35
0.42,5,2,3,58.0,4.79,6.947
2.01,4,3,2,54.0,8.03,9.741
0.8,5,3,2,57.0,6.03,7.936
1.01,5,2,5,56.0,6.43,8.815
1.21,3,1,6,57.0,6.8,9.522
1.02,3,5,2,57.0,6.61,8.052999999999999
2.03,2,5,2,61.0,8.16,9.597000000000001
0.6,5,3,3,59.0,5.39,7.188
0.42,3,2,3,57.0,4.84,6.947
0.58,3,4,4,56.0,5.37,7.473
0.4,2,5,2,59.0,4.64,6.33
0.33,3,1,5,57.0,4.5,6.687
0.56,5,2,3,60.0,5.28,7.381
0.33,5,7,4,61.0,4.53,6.109
0.52,3,1,3,55.0,5.2,7.46
1.5,5,6,4,61.0,7.48,9.085
1.5,4,6,4,57.0,7.2,9.067
1.69,4,1,2,59.0,7.53,9.242
0.31,3,4,7,56.0,4.34,6.704
0.43,5,4,4,60.0,4.93,7.015
1.01,4,3,3,58.0,6.4,8.566
0.9,5,3,2,61.0,6.08,8.163
0.3,3,3,8,56.0,4.35,6.792999999999999
1.62,5,3,3,58.0,7.48,9.486
0.91,2,5,4,61.0,6.18,8.368
1.55,5,2,4,58.0,7.48,9.68
1.5,3,6,8,56.0,7.34,9.451
0.53,3,4,6,56.0,5.24,7.575
0.76,4,4,4,58.0,5.92,7.9110000000000005
1.19,4,4,2,56.0,6.69,8.227
0.59,3,5,6,56.0,5.37,7.513999999999999
0.32,1,2,7,61.0,4.38,6.774
0.72,2,7,5,54.0,5.68,7.58
1.53,3,4,6,55.0,7.5,9.649
0.4,2,6,6,62.0,4.75,6.62
1.01,3,2,6,53.0,6.4,9.312999999999999
0.9,4,6,3,58.0,6.2,8.062999999999999
2.0,1,4,2,54.0,7.88,9.32
0.31,3,1,3,54.0,4.36,6.547999999999999
0.39,3,3,6,55.0,4.68,7.0
2.21,5,3,2,60.0,8.53,9.721
1.01,2,1,5,58.0,6.22,8.781
1.7,2,4,5,56.0,7.53,9.578
0.34,2,6,3,54.0,4.43,6.103
1.0,4,1,2,58.0,6.33,8.395
0.32,3,5,6,54.0,4.4,6.443
2.02,3,5,3,57.0,8.04,9.721
0.71,3,2,4,56.0,5.71,8.301
0.9,3,4,6,56.0,6.2,8.749
0.36,3,2,3,56.0,4.61,6.497000000000001
0.33,3,3,6,57.0,4.43,6.7139999999999995
1.01,4,3,4,56.0,6.38,8.683
1.51,2,1,4,60.0,7.22,9.596
0.31,3,2,6,57.0,4.38,6.655
0.42,3,2,5,56.0,4.78,7.072
1.5,4,3,3,58.0,7.2,9.302
1.0,2,1,3,61.0,6.37,8.5
1.42,3,6,4,55.0,7.28,9.009
1.02,3,4,3,57.0,6.52,8.441
0.7,4,5,2,59.0,5.6,7.499
0.34,5,6,7,59.0,4.48,6.439
1.01,4,1,2,58.0,6.37,8.43
1.58,1,5,3,58.0,7.28,8.9
1.51,4,6,5,63.0,7.38,9.096
0.46,3,7,7,56.0,4.93,6.926
0.41,3,1,3,57.0,4.72,6.627000000000001
0.7,2,6,4,62.0,5.81,7.727
2.0,4,5,3,61.0,8.11,9.686
0.27,3,1,6,56.0,4.14,6.683
0.41,5,1,5,59.0,4.77,6.984
0.82,3,3,4,56.0,6.02,8.503
0.51,2,3,4,56.0,5.05,7.361000000000001
0.33,3,1,5,56.2,4.42,6.648
1.05,3,4,4,56.0,6.52,8.777000000000001
0.3,4,4,3,56.0,4.27,6.068
0.31,3,1,6,56.0,4.33,6.704
0.35,3,3,7,57.0,4.57,6.902
0.53,5,4,4,56.0,5.19,7.382000000000001
0.3,5,3,7,59.0,4.24,6.766
0.54,5,5,3,58.0,5.27,7.122999999999999
0.47,3,5,4,54.0,4.99,6.914
0.34,3,2,3,57.0,4.5,6.688
1.14,3,7,2,57.0,6.73,8.346
0.58,3,3,5,54.0,5.37,7.531000000000001
1.11,5,5,3,58.0,6.63,8.509
0.32,4,4,7,55.0,4.41,6.649
2.02,3,4,4,53.0,8.14,9.802
0.84,4,2,3,58.0,5.93,8.247
2.01,5,6,4,62.0,8.17,9.728
0.41,4,1,2,55.0,4.77,6.526
1.75,5,7,5,59.0,7.7,9.252
0.4,4,1,7,58.0,4.77,7.104
0.41,4,1,7,61.0,4.78,6.962999999999999
1.26,3,4,4,55.0,7.02,9.148
1.01,2,1,3,58.0,6.36,8.561
0.3,4,1,3,60.0,4.23,6.265
0.32,3,7,4,54.0,4.38,5.974
0.32,5,4,2,58.0,4.42,6.292000000000001
0.3,4,3,5,60.0,4.3,6.346
1.01,4,1,3,59.0,6.41,8.597000000000001
0.83,3,1,3,55.0,5.98,8.252
1.0,1,4,3,61.0,6.02,8.285
0.59,4,3,2,59.0,5.53,7.127999999999999
0.37,5,5,6,58.0,4.6,6.615
0.51,4,3,5,59.0,5.04,7.437
2.57,5,7,3,58.0,8.77,9.825
1.04,5,5,3,58.0,6.53,8.548
0.34,3,3,6,55.0,4.46,6.9110000000000005
0.59,3,6,7,56.0,5.42,7.625
0.71,3,4,7,56.0,5.72,8.061
0.3,5,2,3,60.0,4.35,6.564
1.01,5,5,2,60.0,6.43,8.353
0.38,3,4,4,57.0,4.66,6.733
0.39,3,1,6,55.0,4.7,6.941
0.7,1,4,1,59.0,5.65,6.974
1.0,5,7,2,58.0,6.32,8.1
1.0,5,4,4,59.0,6.41,8.681000000000001
0.55,5,5,7,57.0,5.35,7.591
0.25,4,1,7,58.0,4.13,6.354
0.35,3,2,4,56.0,4.53,6.72
0.51,3,1,4,57.0,5.14,7.412000000000001
1.01,3,1,7,54.0,6.43,9.286
0.9,5,1,2,60.0,6.17,8.206
0.7,3,1,7,56.0,5.66,8.583
0.53,5,3,3,59.0,5.23,7.263999999999999
2.05,5,6,2,59.0,8.13,9.195
1.01,5,5,2,60.0,6.46,8.024
0.31,3,2,7,56.0,4.38,6.892
1.01,3,4,4,57.0,6.44,8.879
1.2,2,1,3,61.0,6.67,8.867
0.7,5,5,2,62.0,5.67,7.6
0.5,5,3,4,59.0,5.13,7.268
1.01,3,6,3,59.0,6.49,8.436
0.39,2,3,5,61.0,4.63,6.742000000000001
1.01,3,1,1,57.0,6.37,8.128
1.5,2,4,4,58.0,7.41,9.332
1.1,5,5,3,60.0,6.72,8.527999999999999
2.07,3,6,2,55.0,8.12,9.692
0.43,3,4,8,54.0,4.83,7.184
0.24,4,7,6,57.0,3.94,5.817
1.01,4,3,7,59.0,6.37,9.156
0.71,5,3,5,58.0,5.72,7.949
1.24,3,5,2,56.0,6.9,8.683
0.31,4,1,3,56.0,4.37,6.2989999999999995
0.72,4,3,5,58.0,5.7,8.077
1.0,5,5,4,58.0,6.57,8.488999999999999
0.25,3,4,4,58.0,4.04,6.129
1.01,1,2,2,62.0,6.26,8.42
1.52,4,6,3,60.0,7.46,9.137
0.33,5,4,6,58.0,4.5,6.872000000000001
0.32,5,1,4,58.0,4.41,6.8020000000000005
0.71,4,4,6,58.0,5.75,7.999
0.71,4,1,4,54.0,5.65,7.894
0.83,3,3,4,56.0,5.99,8.392999999999999
0.44,3,2,6,54.8,4.89,7.25
1.51,3,5,3,57.0,7.3,9.166
1.21,4,6,4,57.0,6.78,8.687999999999999
0.9,1,1,2,57.0,6.13,8.113999999999999
0.41,5,4,5,58.0,4.75,6.801
1.0,4,1,2,60.0,6.24,8.338
0.23,4,1,6,59.0,3.89,6.273
0.82,2,4,4,57.0,5.92,7.939
0.34,3,2,4,53.0,4.49,6.691
1.0,1,4,2,54.0,6.21,8.052999999999999
0.35,3,2,6,56.0,4.55,6.782
1.27,3,7,6,54.0,6.92,8.769
0.5,5,2,3,60.0,5.15,7.154
1.19,4,4,6,59.0,6.75,9.07
0.32,3,6,5,56.0,4.46,6.474
1.02,5,1,3,58.0,6.51,8.571
0.41,5,4,4,58.0,4.74,6.9670000000000005
0.59,5,1,3,60.0,5.39,7.489
0.37,4,3,4,62.0,4.68,6.545
2.02,4,4,2,54.0,7.96,9.514
1.04,3,3,3,56.0,6.52,8.642000000000001
0.7,4,5,2,55.0,5.71,7.598
0.34,5,6,6,60.0,4.49,6.64
1.56,3,5,2,55.0,7.39,9.113999999999999
0.64,4,1,4,58.1,5.59,7.706
0.82,3,3,3,56.0,6.01,8.245
0.31,5,3,7,62.0,4.41,6.905
0.3,3,3,7,57.0,4.3,6.702000000000001
0.32,3,5,8,56.0,4.4,6.68
0.38,3,4,2,56.0,4.7,6.4
0.71,5,3,2,59.0,5.64,7.636
0.5,3,4,3,57.0,5.16,7.527
0.32,2,2,1,54.0,4.36,6.148
0.31,4,5,7,58.0,4.32,6.81
0.32,3,3,5,56.0,4.44,6.8020000000000005
0.23,4,1,5,58.0,4.01,5.996
0.55,3,4,8,57.0,5.28,7.933
0.34,4,4,5,55.0,4.48,6.461
1.0,2,4,4,59.0,6.38,8.61
0.99,5,3,4,55.0,6.5,8.682
0.37,5,1,6,61.0,4.71,6.987
0.3,3,5,4,55.0,4.28,6.207000000000001
1.08,4,2,5,58.0,6.61,9.123
1.38,3,3,7,56.0,7.04,9.677999999999999
0.71,5,4,2,60.0,5.91,7.551
1.04,4,1,2,59.0,6.5,8.406
0.74,3,3,4,59.0,5.81,7.985
1.2,3,3,4,56.0,6.78,9.046
0.3,5,2,4,59.0,4.28,6.815
1.04,3,4,4,57.0,6.49,8.821
0.3,3,2,7,57.0,4.35,7.013999999999999
0.3,3,5,5,54.0,4.29,6.29
1.72,4,6,6,58.0,7.54,9.425
0.53,3,1,7,55.0,5.19,8.033999999999999
1.06,1,6,1,57.0,6.47,7.7139999999999995
0.56,3,6,3,56.0,5.28,7.202999999999999
1.21,3,5,5,57.0,6.91,8.86
1.5,5,4,2,62.0,7.31,9.011000000000001
1.23,3,5,4,56.0,6.86,8.89
0.71,3,1,5,56.0,5.69,8.116
1.02,5,3,2,59.0,6.42,8.352
0.4,2,4,4,59.0,4.64,6.915
0.44,2,1,3,57.0,4.81,6.627999999999999
0.81,3,1,2,57.0,6.1,7.985
0.44,2,7,5,57.0,4.83,6.542000000000001
0.32,4,4,4,57.0,4.35,6.579
0.41,4,2,3,58.0,4.77,6.853
0.42,5,6,2,59.0,4.78,6.314
0.91,5,5,5,54.0,6.32,8.449
2.04,1,1,2,56.0,7.8,9.43
1.07,3,3,3,53.0,6.57,8.708
1.13,5,5,3,58.0,6.7,8.596
0.32,3,4,2,57.0,4.35,6.042999999999999
1.07,2,5,4,57.0,6.54,8.658
0.74,3,3,2,58.0,5.84,7.7379999999999995
0.32,3,4,7,54.0,4.41,6.702000000000001
0.42,5,3,4,58.0,4.8,6.851
2.04,3,6,3,60.0,8.3,9.636000000000001
